310.4734014,236,132-27
311.7665079,237,132-28
313.1429478,238,134-1
314.4953515,239,134-2
315.780907,240,134-3
317.1800907,241,134-4
318.5210658,242,134-5
319.7784127,243,134-6
321.0528118,244,134-7
322.4023129,245,134-8
323.7748526,246,134-9
325.1107937,247,134-10
326.4782086,248,135-1
327.8355329,249,135-2
329.1528118,250,135-3
330.5212018,251,135-4
331.8520181,252,135-5
333.2354875,253,135-6
334.5795011,254,135-7
335.8981179,255,135-8
337.2307483,256,135-9
338.5451927,257,135-10
339.8919728,258,135-11
341.1948073,259,135-12
342.5607483,260,135-13
343.9172562,261,135-14
345.2000227,262,136-1
346.5490249,263,136-2
347.8645578,264,136-3
349.1960544,265,136-4
350.5237868,266,136-5
351.8275964,267,136-6
353.2622902,268,136-7
354.6353288,269,137-1
355.9971429,270,137-2
357.3481633,271,137-3
358.7498413,272,137-4
360.0807483,273,137-5
361.4248073,274,137-6
362.8058503,275,137-7
364.1097506,276,138-1
365.490068,277,138-2
366.8439456,278,138-3
368.2205442,279,138-4
369.5861451,280,138-5
370.9548073,281,138-6
372.3240136,282,138-7
373.7239909,283,138-8
375.0483673,284,138-9
376.4705215,285,139-1
377.7850567,286,139-2
379.1680726,287,139-3
380.5021088,288,139-4
381.8827664,289,139-5
383.3482086,290,139-6
384.6927891,291,139-7
386.0160771,292,140-1
387.3822222,293,140-2
388.7584127,294,140-3
390.1001814,295,140-4
391.4634921,296,140-5
392.7340816,297,140-6
394.1021995,298,141-1
395.4462585,299,141-2
396.7195011,300,141-3
398.0520181,301,141-4
399.3043084,302,141-5
400.7036735,303,141-6
401.9661678,304,141-7
403.3190703,305,141-8
404.636576,306,141-9
405.9396372,307,142-1
407.2633787,308,142-2
408.5714512,309,142-3
409.8345805,310,142-4
411.1970295,311,142-5
412.4982766,312,142-6
413.8149887,313,142-7
415.1402948,314,142-8
416.462585,315,142-9
417.8452154,316,142-10
419.2086395,317,142-11
420.6080952,318,143-1
422.0051927,319,143-2
423.3452381,320,143-3
424.7632653,321,143-4
426.1329025,322,143-5
427.4890476,323,143-6
428.8515646,324,143-7
430.2483447,325,143-8
431.6461905,326,144-1
433.0494785,327,144-2
434.3806122,328,144-3
435.7848073,329,144-4
437.1501134,330,144-5
438.5441723,331,144-6
439.9347392,332,144-7
441.3215193,333,145-1
442.7246712,334,145-2
444.0530385,335,145-3
445.4512018,336,145-4
446.8213605,337,145-5
448.220839,338,145-6
449.5962132,339,145-7
450.9963946,340,145-8
452.3928345,341,145-9
453.8471882,342,145-10
455.1807029,343,145-11
456.611746,344,145-12
457.9687528,345,145-13
459.4209524,346,145-14
460.7968934,347,145-15
462.1419048,348,145-16
463.533288,349,145-17
464.9486621,350,146-1
466.343424,351,146-2
467.7333107,352,146-3
469.1723583,353,146-4
470.5470522,354,146-5
471.9247392,355,146-6
473.3614059,356,146-7
474.8039456,357,146-8
476.3007256,358,147-1
477.7031519,359,147-2
479.1457823,360,147-3
480.5954649,361,147-4
482.0060771,362,147-5
483.373424,363,147-6
484.84839,364,147-7
486.2448073,365,147-8
487.7379365,366,148-1
489.135737,367,148-2
490.5682086,368,148-3
492.0170748,369,148-4
493.3948073,370,148-5
494.7805442,371,148-6
496.2121315,372,148-7
497.6493878,373,148-8
499.1068707,374,149-1
500.5129252,375,149-2
501.9987982,376,149-3
503.4958957,377,149-4
505.0460544,378,149-5
506.5389796,379,149-6
507.9890023,380,149-7
509.4705669,381,149-8
510.7643311,382,149-9
511.997551,383,149-10
513.3907483,384,149-11
514.6910658,385,150-1
515.9913832,386,150-2
517.2917007,387,150-3
518.5920181,388,150-4
519.8923356,389,150-5
521.1926531,390,150-6
522.5858503,391,150-7
523.8861678,392,150-8
525.1864853,393,150-9
526.4868027,394,151-1
527.88,395,151-2
529.1803175,396,151-3
530.4806349,397,151-4
531.8547392,398,151-5
533.1550567,399,151-6
534.4553742,400,151-7
535.7556916,401,151-8
537.0560091,402,151-9
538.3563265,403,151-10
