1.474875283,1
1.850702948,2
2.28553288,3
2.792834467,4
3.238639456,5
3.640725624,6
4.126439909,7
4.565170068,8
5.010793651,9
5.471791383,10
5.916643991,11
6.377641723,12
6.855600907,13
7.331564626,14
7.76861678,15
8.193106576,16
8.653650794,17
9.136553288,18
9.591564626,19
10.02861678,20
10.43356009,21
10.86235828,22
11.30208617,23
11.75056689,24
12.18956916,25
12.66036281,26
13.1214059,27
13.59274376,28
14.05120181,29
14.48136054,30
14.91718821,31
15.3923356,32
15.88394558,33
16.36321996,34
16.80730159,35
17.25183674,36
17.72426304,37
18.14136054,38
18.58126984,39
19.01619048,40
19.4830839,41
19.96439909,42
20.40217687,43
20.84707483,44
21.30612245,45
21.71555556,46
22.1659864,47
22.63024943,48
23.04408163,49
23.54503401,50
23.990839,51
24.43605442,52
24.86911565,53
25.30798186,54
25.75210884,55
26.16789116,56
26.61759637,57
27.05678005,58
27.42190476,59
27.95401361,60
28.44435374,61
28.88748299,62
29.29165533,63
29.73886621,64
30.19696145,65
30.64476191,66
31.16163265,67
31.61079365,68
32.06780045,69
32.54326531,70
33.01918367,71
33.43170068,72
33.92956916,73
34.37260771,74
34.81659864,75
35.26662132,76
35.70539683,77
36.15043084,78
36.60648526,79
37.06725624,80
37.53464853,81
37.96272109,82
38.4259864,83
38.87070295,84
39.33043084,85
39.76539683,86
40.2214966,87
40.6555102,88
41.12657596,89
41.59727891,90
42.07047619,91
42.52054422,92
42.97981859,93
43.42725624,94
43.87741497,95
44.31818594,96
44.78426304,97
45.23061225,98
45.67433107,99
46.19056689,100
46.65927438,101
47.10126984,102
47.54621315,103
48.01229025,104
48.49351474,105
48.98503401,106
49.45918367,107
49.92122449,108
50.37473923,109
50.80036281,110
51.20734694,111
51.68594104,112
52.13015873,113
52.60698413,114
53.06888889,115
53.55369615,116
54.01056689,117
54.47324263,118
54.91836735,119
55.40208617,120
56.00321996,121
56.53582766,122
57.02172336,123
57.52888889,124
57.99188209,125
58.46371882,126
58.93591837,127
59.39292517,128
59.91564626,129
60.45609977,130
61.0000907,131
61.42671202,132
61.90879819,133
62.38748299,134
62.81727891,135
63.27396825,136
63.74421769,137
64.21659864,138
64.67147392,139
65.12988662,140
65.60521542,141
66.04548753,142
66.48761905,143
66.94947846,144
67.4015873,145
67.89351474,146
68.3815873,147
68.81764172,148
69.27297052,149
69.75002268,150
70.24371882,151
70.66439909,152
71.09437642,153
71.59950113,154
72.06621315,155
72.53795918,156
72.99437642,157
73.45537415,158
73.91287982,159
74.37006803,160
74.85428571,161
75.33473923,162
75.81024943,163
76.24548753,164
76.69328798,165
77.17927438,166
77.61578231,167
78.06331066,168
78.55768708,169
78.99591837,170
79.49020408,171
79.93319728,172
80.38090703,173
80.81419501,174
81.25201814,175
81.73238095,176
82.23002268,177
82.77904762,178
83.24684807,179
83.71709751,180
84.19210884,181
84.64176871,182
85.0985941,183
85.53401361,184
86.00068027,185
86.45891157,186
86.91464853,187
87.34979592,188
87.79773243,189
88.24816327,190
88.70045352,191
89.19519274,192
89.63492064,193
90.09269841,194
90.59070295,195
91.06122449,196
91.4938322,197
91.87206349,198
92.33768708,199
92.81310658,200
93.26984127,201
93.77510204,202
94.28911565,203
94.72476191,204
95.18965986,205
95.63587302,206
96.08761905,207
96.5523356,208
97.01478458,209
97.47165533,210
97.95795918,211
98.42421769,212
98.85655329,213
99.29115646,214
99.8044898,215
100.2097506,216
100.649932,217
101.0805896,218
101.5432653,219
102.034195,220
102.512381,221
102.9310658,222
103.3601814,223
103.8292517,224
104.3406803,225
104.7926077,226
105.2789569,227
105.7059864,228
106.1360998,229
106.5900227,230
107.0390023,231
107.465805,232
107.9528798,233
108.4238549,234
108.8888435,235
109.385805,236
109.8418141,237
110.2600454,238
110.7136054,239
111.1646712,240
111.6337415,241
112.1772789,242
112.6827664,243
113.1295238,244
113.5777324,245
114.0466213,246
114.5108844,247
114.9947846,248
115.4376871,249
115.9719728,250
116.3995918,251
116.914059,252
117.3585488,253
117.8276644,254
118.2918367,255
118.7925624,256
119.192517,257
119.619229,258
120.0729252,259
120.5036735,260
120.9473016,261
121.3664853,262
121.8274376,263
122.3141497,264
122.8312472,265
123.292381,266
123.7413152,267
124.1914739,268
124.66839,269
125.1831293,270
125.8246259,271
126.5121995,272
127.8655329,273
133.7110204,274
